ContestName,PartyCode,AreaNum,CandidateName,VoteFor,CandidateVotes,CandidatePercentage,PrecinctsReporting
"Representative in Congress","REP","","Julie  Fedorchak ",1,12132,82.83%,8/8,"Stark",
"Representative in Congress","DEM","","Trygve  Hammer ",1,2431,16.60%,8/8,"Stark",
"Representative in Congress","NON","","write-in ",1,83,0.57%,8/8,"Stark",
"Representative in Congress","REP","","Julie  Fedorchak ",1,636,63.66%,5/5,"Steele",
"Representative in Congress","DEM","","Trygve  Hammer ",1,361,36.14%,5/5,"Steele",
"Representative in Congress","NON","","write-in ",1,2,0.20%,5/5,"Steele",
"Representative in Congress","REP","","Julie  Fedorchak ",1,7056,72.66%,9/9,"Stutsman",
"Representative in Congress","DEM","","Trygve  Hammer ",1,2633,27.11%,9/9,"Stutsman",
"Representative in Congress","NON","","write-in ",1,22,0.23%,9/9,"Stutsman",
"Representative in Congress","REP","","Julie  Fedorchak ",1,795,72.21%,3/3,"Towner",
"Representative in Congress","DEM","","Trygve  Hammer ",1,303,27.52%,3/3,"Towner",
"Representative in Congress","NON","","write-in ",1,3,0.27%,3/3,"Towner",
"Representative in Congress","REP","","Julie  Fedorchak ",1,2710,67.15%,12/12,"Traill",
"Representative in Congress","DEM","","Trygve  Hammer ",1,1316,32.61%,12/12,"Traill",
"Representative in Congress","NON","","write-in ",1,10,0.25%,12/12,"Traill",
"Representative in Congress","REP","","Julie  Fedorchak ",1,3266,73.34%,2/2,"Walsh",
"Representative in Congress","DEM","","Trygve  Hammer ",1,1176,26.41%,2/2,"Walsh",
"Representative in Congress","NON","","write-in ",1,11,0.25%,2/2,"Walsh",
"Representative in Congress","REP","","Julie  Fedorchak ",1,20457,73.35%,16/16,"Ward",
"Representative in Congress","DEM","","Trygve  Hammer ",1,7282,26.11%,16/16,"Ward",
"Representative in Congress","NON","","write-in ",1,150,0.54%,16/16,"Ward",
"Representative in Congress","REP","","Julie  Fedorchak ",1,1746,79.08%,1/1,"Wells",
"Representative in Congress","DEM","","Trygve  Hammer ",1,439,19.88%,1/1,"Wells",
"Representative in Congress","NON","","write-in ",1,23,1.04%,1/1,"Wells",
"Representative in Congress","REP","","Julie  Fedorchak ",1,12185,83.65%,24/24,"Williams",
"Representative in Congress","DEM","","Trygve  Hammer ",1,2305,15.82%,24/24,"Williams",
"Representative in Congress","NON","","write-in ",1,77,0.53%,24/24,"Williams",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,978,81.91%,1/1,"Adams",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,162,13.57%,1/1,"Adams",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,53,4.44%,1/1,"Adams",
"Governor and Lt. Governor","NON","","write-in ",1,1,0.08%,1/1,"Adams",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,3655,69.17%,15/15,"Barnes",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,1417,26.82%,15/15,"Barnes",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,205,3.88%,15/15,"Barnes",
"Governor and Lt. Governor","NON","","write-in ",1,7,0.13%,15/15,"Barnes",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1135,58.57%,8/8,"Benson",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,697,35.96%,8/8,"Benson",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,103,5.31%,8/8,"Benson",
"Governor and Lt. Governor","NON","","write-in ",1,3,0.15%,8/8,"Benson",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,526,80.92%,3/3,"Billings",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,85,13.08%,3/3,"Billings",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,39,6.00%,3/3,"Billings",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,3/3,"Billings",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,2585,75.45%,5/5,"Bottineau",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,622,18.16%,5/5,"Bottineau",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,216,6.30%,5/5,"Bottineau",
"Governor and Lt. Governor","NON","","write-in ",1,3,0.09%,5/5,"Bottineau",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1387,85.72%,4/4,"Bowman",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,171,10.57%,4/4,"Bowman",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,60,3.71%,4/4,"Bowman",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,4/4,"Bowman",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,874,83.64%,6/6,"Burke",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,115,11.00%,6/6,"Burke",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,56,5.36%,6/6,"Burke",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,6/6,"Burke",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,36496,70.96%,30/30,"Burleigh",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,11343,22.05%,30/30,"Burleigh",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,3492,6.79%,30/30,"Burleigh",
"Governor and Lt. Governor","NON","","write-in ",1,100,0.19%,30/30,"Burleigh",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,50505,56.43%,34/34,"Cass",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,34903,39.00%,34/34,"Cass",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,3953,4.42%,34/34,"Cass",
"Governor and Lt. Governor","NON","","write-in ",1,140,0.16%,34/34,"Cass",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1491,75.61%,3/3,"Cavalier",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,401,20.33%,3/3,"Cavalier",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,78,3.96%,3/3,"Cavalier",
"Governor and Lt. Governor","NON","","write-in ",1,2,0.10%,3/3,"Cavalier",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1802,74.56%,1/1,"Dickey",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,491,20.31%,1/1,"Dickey",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,123,5.09%,1/1,"Dickey",
"Governor and Lt. Governor","NON","","write-in ",1,1,0.04%,1/1,"Dickey",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,894,75.32%,4/4,"Divide",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,226,19.04%,4/4,"Divide",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,67,5.64%,4/4,"Divide",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,4/4,"Divide",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1806,81.46%,10/10,"Dunn",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,276,12.45%,10/10,"Dunn",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,131,5.91%,10/10,"Dunn",
"Governor and Lt. Governor","NON","","write-in ",1,4,0.18%,10/10,"Dunn",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,856,71.04%,3/3,"Eddy",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,280,23.24%,3/3,"Eddy",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,68,5.64%,3/3,"Eddy",
"Governor and Lt. Governor","NON","","write-in ",1,1,0.08%,3/3,"Eddy",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1582,83.35%,5/5,"Emmons",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,183,9.64%,5/5,"Emmons",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,130,6.85%,5/5,"Emmons",
"Governor and Lt. Governor","NON","","write-in ",1,3,0.16%,5/5,"Emmons",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1330,78.61%,1/1,"Foster",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,291,17.20%,1/1,"Foster",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,71,4.20%,1/1,"Foster",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,1/1,"Foster",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,825,84.53%,1/1,"Golden Valley",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,101,10.35%,1/1,"Golden Valley",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,50,5.12%,1/1,"Golden Valley",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,1/1,"Golden Valley",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,19016,62.03%,20/20,"Grand Forks",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,10153,33.12%,20/20,"Grand Forks",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,1455,4.75%,20/20,"Grand Forks",
"Governor and Lt. Governor","NON","","write-in ",1,32,0.10%,20/20,"Grand Forks",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1045,80.14%,5/5,"Grant",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,165,12.65%,5/5,"Grant",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,91,6.98%,5/5,"Grant",
"Governor and Lt. Governor","NON","","write-in ",1,3,0.23%,5/5,"Grant",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,977,76.51%,5/5,"Griggs",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,259,20.28%,5/5,"Griggs",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,41,3.21%,5/5,"Griggs",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,5/5,"Griggs",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1057,82.64%,2/2,"Hettinger",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,138,10.79%,2/2,"Hettinger",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,84,6.57%,2/2,"Hettinger",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,2/2,"Hettinger",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1085,78.74%,6/6,"Kidder",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,188,13.64%,6/6,"Kidder",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,105,7.62%,6/6,"Kidder",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,6/6,"Kidder",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1619,76.51%,4/4,"LaMoure",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,393,18.57%,4/4,"LaMoure",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,103,4.87%,4/4,"LaMoure",
"Governor and Lt. Governor","NON","","write-in ",1,1,0.05%,4/4,"LaMoure",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,855,83.09%,5/5,"Logan",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,107,10.40%,5/5,"Logan",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,64,6.22%,5/5,"Logan",
"Governor and Lt. Governor","NON","","write-in ",1,3,0.29%,5/5,"Logan",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,2102,77.08%,8/8,"McHenry",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,435,15.95%,8/8,"McHenry",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,184,6.75%,8/8,"McHenry",
"Governor and Lt. Governor","NON","","write-in ",1,6,0.22%,8/8,"McHenry",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1087,78.77%,6/6,"McIntosh",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,229,16.59%,6/6,"McIntosh",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,62,4.49%,6/6,"McIntosh",
"Governor and Lt. Governor","NON","","write-in ",1,2,0.14%,6/6,"McIntosh",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,4473,82.68%,11/11,"McKenzie",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,634,11.72%,11/11,"McKenzie",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,290,5.36%,11/11,"McKenzie",
"Governor and Lt. Governor","NON","","write-in ",1,13,0.24%,11/11,"McKenzie",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,4094,76.17%,6/6,"McLean",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,943,17.54%,6/6,"McLean",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,334,6.21%,6/6,"McLean",
"Governor and Lt. Governor","NON","","write-in ",1,4,0.07%,6/6,"McLean",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,3625,80.34%,14/14,"Mercer",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,609,13.50%,14/14,"Mercer",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,272,6.03%,14/14,"Mercer",
"Governor and Lt. Governor","NON","","write-in ",1,6,0.13%,14/14,"Mercer",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,12297,74.00%,17/17,"Morton",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,3141,18.90%,17/17,"Morton",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,1152,6.93%,17/17,"Morton",
"Governor and Lt. Governor","NON","","write-in ",1,27,0.16%,17/17,"Morton",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,2759,68.58%,6/6,"Mountrail",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,1014,25.21%,6/6,"Mountrail",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,248,6.16%,6/6,"Mountrail",
"Governor and Lt. Governor","NON","","write-in ",1,2,0.05%,6/6,"Mountrail",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1159,66.57%,2/2,"Nelson",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,513,29.47%,2/2,"Nelson",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,67,3.85%,2/2,"Nelson",
"Governor and Lt. Governor","NON","","write-in ",1,2,0.11%,2/2,"Nelson",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,866,81.09%,1/1,"Oliver",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,132,12.36%,1/1,"Oliver",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,70,6.55%,1/1,"Oliver",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,1/1,"Oliver",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,2387,77.27%,6/6,"Pembina",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,609,19.72%,6/6,"Pembina",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,90,2.91%,6/6,"Pembina",
"Governor and Lt. Governor","NON","","write-in ",1,3,0.10%,6/6,"Pembina",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1477,75.40%,9/9,"Pierce",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,362,18.48%,9/9,"Pierce",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,117,5.97%,9/9,"Pierce",
"Governor and Lt. Governor","NON","","write-in ",1,3,0.15%,9/9,"Pierce",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,3671,70.88%,5/5,"Ramsey",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,1198,23.13%,5/5,"Ramsey",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,303,5.85%,5/5,"Ramsey",
"Governor and Lt. Governor","NON","","write-in ",1,7,0.14%,5/5,"Ramsey",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1699,64.82%,1/1,"Ransom",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,798,30.45%,1/1,"Ransom",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,123,4.69%,1/1,"Ransom",
"Governor and Lt. Governor","NON","","write-in ",1,1,0.04%,1/1,"Ransom",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,969,80.62%,5/5,"Renville",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,153,12.73%,5/5,"Renville",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,80,6.66%,5/5,"Renville",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,5/5,"Renville",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,5710,69.95%,13/13,"Richland",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,2093,25.64%,13/13,"Richland",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,356,4.36%,13/13,"Richland",
"Governor and Lt. Governor","NON","","write-in ",1,4,0.05%,13/13,"Richland",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,2244,56.34%,5/5,"Rolette",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1548,38.87%,5/5,"Rolette",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,186,4.67%,5/5,"Rolette",
"Governor and Lt. Governor","NON","","write-in ",1,5,0.13%,5/5,"Rolette",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1310,64.92%,2/2,"Sargent",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,604,29.93%,2/2,"Sargent",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,104,5.15%,2/2,"Sargent",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,2/2,"Sargent",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,576,77.21%,1/1,"Sheridan",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,94,12.60%,1/1,"Sheridan",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,75,10.05%,1/1,"Sheridan",
"Governor and Lt. Governor","NON","","write-in ",1,1,0.13%,1/1,"Sheridan",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,545,57.86%,3/3,"Sioux",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,312,33.12%,3/3,"Sioux",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,84,8.92%,3/3,"Sioux",
"Governor and Lt. Governor","NON","","write-in ",1,1,0.11%,3/3,"Sioux",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,340,86.96%,3/3,"Slope",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,28,7.16%,3/3,"Slope",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,23,5.88%,3/3,"Slope",
"Governor and Lt. Governor","NON","","write-in ",1,0,0.00%,3/3,"Slope",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,12056,81.30%,8/8,"Stark",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,1792,12.08%,8/8,"Stark",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,960,6.47%,8/8,"Stark",
"Governor and Lt. Governor","NON","","write-in ",1,21,0.14%,8/8,"Stark",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,627,62.64%,5/5,"Steele",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,321,32.07%,5/5,"Steele",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,52,5.19%,5/5,"Steele",
"Governor and Lt. Governor","NON","","write-in ",1,1,0.10%,5/5,"Steele",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,7009,71.88%,9/9,"Stutsman",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,2158,22.13%,9/9,"Stutsman",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,574,5.89%,9/9,"Stutsman",
"Governor and Lt. Governor","NON","","write-in ",1,10,0.10%,9/9,"Stutsman",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,804,72.63%,3/3,"Towner",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,244,22.04%,3/3,"Towner",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,58,5.24%,3/3,"Towner",
"Governor and Lt. Governor","NON","","write-in ",1,1,0.09%,3/3,"Towner",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,2721,66.94%,12/12,"Traill",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,1160,28.54%,12/12,"Traill",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,176,4.33%,12/12,"Traill",
"Governor and Lt. Governor","NON","","write-in ",1,8,0.20%,12/12,"Traill",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,3305,73.74%,2/2,"Walsh",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,975,21.75%,2/2,"Walsh",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,190,4.24%,2/2,"Walsh",
"Governor and Lt. Governor","NON","","write-in ",1,12,0.27%,2/2,"Walsh",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,20361,72.69%,16/16,"Ward",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,5716,20.41%,16/16,"Ward",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,1877,6.70%,16/16,"Ward",
"Governor and Lt. Governor","NON","","write-in ",1,56,0.20%,16/16,"Ward",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,1662,74.76%,1/1,"Wells",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,330,14.84%,1/1,"Wells",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,230,10.35%,1/1,"Wells",
"Governor and Lt. Governor","NON","","write-in ",1,1,0.04%,1/1,"Wells",
"Governor and Lt. Governor","REP","","Kelly Armstrong and Michelle Strinden",1,11669,79.67%,24/24,"Williams",
"Governor and Lt. Governor","DEM","","Merrill Piepkorn and  Patrick Hart ",1,1802,12.30%,24/24,"Williams",
"Governor and Lt. Governor","IND","","Michael (Coach) Coachman and Lydia Gessele",1,1147,7.83%,24/24,"Williams",
"Governor and Lt. Governor","NON","","write-in ",1,29,0.20%,24/24,"Williams",
"State Auditor","REP","","Joshua C Gallion ",1,932,79.45%,1/1,"Adams",
"State Auditor","DEM","","Timothy C Lamb ",1,240,20.46%,1/1,"Adams",
"State Auditor","NON","","write-in ",1,1,0.09%,1/1,"Adams",
"State Auditor","REP","","Joshua C Gallion ",1,3417,66.76%,15/15,"Barnes",
"State Auditor","DEM","","Timothy C Lamb ",1,1696,33.14%,15/15,"Barnes",
"State Auditor","NON","","write-in ",1,5,0.10%,15/15,"Barnes",
"State Auditor","REP","","Joshua C Gallion ",1,1122,58.99%,8/8,"Benson",
"State Auditor","DEM","","Timothy C Lamb ",1,778,40.90%,8/8,"Benson",
"State Auditor","NON","","write-in ",1,2,0.11%,8/8,"Benson",
"State Auditor","REP","","Joshua C Gallion ",1,526,82.70%,3/3,"Billings",
"State Auditor","DEM","","Timothy C Lamb ",1,107,16.82%,3/3,"Billings",
"State Auditor","NON","","write-in ",1,3,0.47%,3/3,"Billings",
"State Auditor","REP","","Joshua C Gallion ",1,2563,76.64%,5/5,"Bottineau",
"State Auditor","DEM","","Timothy C Lamb ",1,776,23.21%,5/5,"Bottineau",
"State Auditor","NON","","write-in ",1,5,0.15%,5/5,"Bottineau",
"State Auditor","REP","","Joshua C Gallion ",1,1342,85.21%,4/4,"Bowman",
"State Auditor","DEM","","Timothy C Lamb ",1,230,14.60%,4/4,"Bowman",
"State Auditor","NON","","write-in ",1,3,0.19%,4/4,"Bowman",
"State Auditor","REP","","Joshua C Gallion ",1,889,86.82%,6/6,"Burke",
"State Auditor","DEM","","Timothy C Lamb ",1,134,13.09%,6/6,"Burke",
"State Auditor","NON","","write-in ",1,1,0.10%,6/6,"Burke",
"State Auditor","REP","","Joshua C Gallion ",1,36362,73.09%,30/30,"Burleigh",
"State Auditor","DEM","","Timothy C Lamb ",1,13220,26.57%,30/30,"Burleigh",
"State Auditor","NON","","write-in ",1,167,0.34%,30/30,"Burleigh",
"State Auditor","REP","","Joshua C Gallion ",1,48704,55.96%,34/34,"Cass",
"State Auditor","DEM","","Timothy C Lamb ",1,38124,43.81%,34/34,"Cass",
"State Auditor","NON","","write-in ",1,203,0.23%,34/34,"Cass",
"State Auditor","REP","","Joshua C Gallion ",1,1418,74.75%,3/3,"Cavalier",
"State Auditor","DEM","","Timothy C Lamb ",1,476,25.09%,3/3,"Cavalier",
"State Auditor","NON","","write-in ",1,3,0.16%,3/3,"Cavalier",
"State Auditor","REP","","Joshua C Gallion ",1,1788,75.67%,1/1,"Dickey",
"State Auditor","DEM","","Timothy C Lamb ",1,575,24.33%,1/1,"Dickey",
