,,Kamala D. Harris and Timothy Walz,Donald J. Trump and JD Vance,"Robert F. Kennedy, Jr and Nicole Shanahan",Jill Stein and Rudolph Ware,Chase Oliver and Mike Ter Maat,Claudia De La Cruz and Karina Garcia,Laura Ebke and Trisha Butler,Total Votes Cast,Total Ballots Cast
,,Democratic,Republican,Independent,Green,Libertarian,Party for Socialism and Liberation,Liberal Party USA,,
Precinct,53,125,265,5,*,*,*,*,395,395
Precinct,54,100,316,5,*,*,*,*,421,421
Precinct,55,146,501,5,*,*,*,*,652,652
Precinct,56,140,443,6,*,*,*,*,589,589
Precinct,57,134,692,*,*,6,*,*,832,832
Precinct,58,104,482,*,*,*,*,*,586,586
Precinct,59,143,525,*,*,10,*,*,678,678
Precinct,60,133,614,9,*,*,*,*,756,756
Precinct,61,156,639,9,*,*,*,*,804,804
Precinct,62,194,400,5,*,*,*,*,599,599
Precinct,63,162,402,*,*,5,*,*,569,569
Precinct,64,150,414,9,*,*,*,*,573,573
Precinct,65,138,477,*,*,*,*,*,615,615
Precinct,66,155,358,*,*,5,*,*,518,518
Precinct,67,209,597,5,*,*,*,*,811,811
Precinct,68,157,497,10,*,5,*,*,669,669
Precinct,69,147,594,10,*,*,*,*,751,751
Precinct,70,149,473,*,*,*,*,*,622,622
Precinct,71,56,317,6,*,*,*,*,379,379
Precinct,72,174,502,6,*,*,*,*,682,682
Precinct,73,106,408,*,*,*,*,*,514,514
Precinct,74,151,519,*,*,*,*,*,670,670
Precinct,75,111,330,11,*,*,*,*,452,452
Precinct,76,149,557,11,*,*,*,*,717,717
Precinct,77,78,317,7,*,*,*,*,402,402
Precinct,78,89,464,*,*,*,*,*,553,553
Precinct,79,98,320,7,*,5,*,*,430,430
Precinct,80,106,265,*,*,*,*,*,371,371
Precinct,81,169,386,6,*,*,*,*,561,561
Precinct,82,61,275,*,*,*,*,*,336,336
Precinct,83,73,78,5,*,*,*,*,156,156
Precinct,90,98,373,5,*,*,*,*,476,476
Precinct,99,78,331,*,*,*,*,*,409,409
Precinct,100,115,278,5,*,*,*,*,398,398
Precinct,101,97,252,*,*,*,*,*,349,349
Precinct,102,66,241,*,*,*,*,*,307,307
Precinct,103,144,611,*,*,6,*,*,761,761
Precinct,104,161,337,5,*,*,*,*,503,503
Precinct,105,113,409,6,*,*,*,*,528,528
Precinct,106,144,304,*,*,*,*,*,448,448
Precinct,107,221,522,9,*,*,*,*,752,752
Precinct,108,98,362,5,*,*,*,*,465,465
Precinct,109,129,155,5,*,*,*,*,289,289
Precinct,110,196,202,9,*,*,*,*,407,407
Precinct,120,259,207,13,*,*,*,*,479,479
Precinct,121,175,176,7,*,*,*,*,358,358
Precinct,130,123,78,8,*,*,*,*,209,209
Precinct,131,229,123,13,*,*,*,*,365,365
Precinct,132,157,83,6,*,*,*,*,246,246
Precinct,133,261,124,19,*,*,*,*,404,404
Precinct,134,99,72,5,*,*,*,*,176,176
Precinct,Voter Privacy,0,0,103,119,133,71,64,490,490
County,San Miguel,6985,3887,114,50,29,34,9,11108,11108
Precinct,1,217,66,*,5,*,*,*,288,288
Precinct,2,297,99,*,8,*,*,*,404,404
Precinct,3,280,94,*,*,*,*,*,374,374
Precinct,4,251,170,*,*,*,*,*,421,421
Precinct,5,187,106,*,*,*,*,*,293,293
Precinct,6,120,95,*,*,*,*,*,215,215
Precinct,7,175,140,*,*,*,*,*,315,315
Precinct,8,394,157,*,*,*,*,*,551,551
Precinct,9,144,124,*,*,*,*,*,268,268
Precinct,10,221,129,*,*,*,*,*,350,350
Precinct,11,115,64,*,*,*,*,*,179,179
Precinct,12,256,170,*,*,*,*,*,426,426
Precinct,13,127,66,5,*,*,*,*,198,198
Precinct,14,13,30,*,*,*,*,*,43,43
Precinct,15,42,115,*,*,*,*,*,157,157
Precinct,16,332,244,9,6,*,*,*,591,591
Precinct,17,28,8,*,*,*,*,*,36,36
Precinct,18,172,68,*,*,*,*,*,240,240
Precinct,19,282,145,8,*,*,*,*,435,435
Precinct,20,40,23,*,*,*,*,*,63,63
Precinct,21,233,121,*,*,*,*,*,354,354
Precinct,22,168,96,*,*,*,*,*,264,264
Precinct,23,491,312,6,*,*,*,*,809,809
Precinct,24,235,120,*,*,*,*,*,355,355
Precinct,25,212,86,*,*,*,*,*,298,298
Precinct,26,444,193,9,*,*,*,*,646,646
Precinct,27,379,200,5,*,*,*,*,584,584
Precinct,28,262,166,5,*,*,*,*,433,433
Precinct,29,231,108,*,*,*,*,*,339,339
Precinct,30,144,71,7,*,*,*,*,222,222
Precinct,31,197,97,*,*,*,*,*,294,294
Precinct,32,50,58,*,*,*,*,*,108,108
Precinct,33,11,22,*,*,*,*,*,33,33
Precinct,34,235,124,*,*,*,*,*,359,359
Precinct,Voter Privacy,0,0,60,31,29,34,9,163,163
County,Sandoval,41205,36605,828,316,363,143,80,79540,79540
Precinct,1,275,222,5,*,*,*,*,502,502
Precinct,2,230,146,*,*,*,*,*,376,376
Precinct,3,300,210,*,*,*,*,*,510,510
Precinct,4,223,147,*,*,*,*,*,370,370
Precinct,5,262,124,*,*,*,*,*,386,386
Precinct,6,239,163,*,*,*,*,*,402,402
Precinct,7,170,125,*,*,*,*,*,295,295
Precinct,8,264,16,*,*,*,*,*,280,280
Precinct,9,250,23,*,*,*,*,*,273,273
Precinct,10,267,28,*,*,*,*,*,295,295
Precinct,11,332,231,*,*,9,*,*,572,572
Precinct,12,266,199,*,*,5,*,*,470,470
Precinct,13,270,141,5,*,*,*,*,416,416
Precinct,14,216,49,5,*,*,*,*,270,270
Precinct,15,335,38,*,*,*,*,*,373,373
Precinct,16,78,101,*,*,*,*,*,179,179
Precinct,17,113,107,6,*,*,*,*,226,226
Precinct,18,201,141,5,*,*,*,*,347,347
Precinct,19,204,27,7,*,*,*,*,238,238
Precinct,20,355,72,8,*,*,*,*,435,435
Precinct,21,126,131,*,*,*,*,*,257,257
Precinct,22,132,151,5,*,*,*,*,288,288
Precinct,23,95,144,*,*,*,*,*,239,239
Precinct,24,149,126,10,*,*,*,*,285,285
Precinct,25,340,195,27,*,*,5,6,573,573
Precinct,26,150,120,12,*,*,*,*,282,282
Precinct,27,57,54,*,*,*,*,*,111,111
Precinct,28,366,330,*,*,*,*,*,696,696
Precinct,29,240,29,5,*,*,*,*,274,274
Precinct,30,336,360,8,*,6,*,*,710,710
Precinct,31,249,316,7,*,*,*,*,572,572
Precinct,32,216,250,*,*,*,*,*,466,466
Precinct,33,255,197,6,*,*,*,*,458,458
Precinct,34,313,278,8,*,*,*,*,599,599
Precinct,35,178,183,*,*,*,*,*,361,361
Precinct,36,188,210,*,*,5,*,*,403,403
Precinct,37,230,263,*,*,5,*,*,498,498
Precinct,38,290,265,8,*,*,*,*,563,563
Precinct,39,328,385,7,*,*,*,*,720,720
Precinct,40,251,266,7,*,*,*,*,524,524
Precinct,41,325,385,12,*,*,*,*,722,722
Precinct,42,316,377,12,*,*,*,*,705,705
Precinct,43,342,359,8,*,*,*,*,709,709
Precinct,44,228,293,8,5,*,*,*,534,534
Precinct,45,245,250,*,*,*,*,*,495,495
Precinct,46,357,370,9,5,*,*,*,741,741
Precinct,47,223,253,10,*,*,*,*,486,486
Precinct,48,299,329,*,*,*,*,*,628,628
Precinct,49,293,390,13,*,*,*,*,696,696
Precinct,50,336,342,6,*,*,*,*,684,684
Precinct,51,*,*,*,*,*,*,*,0,0
Precinct,52,171,152,*,*,*,*,*,323,323
Precinct,53,416,285,7,*,6,*,*,714,714
Precinct,54,198,113,*,*,*,*,*,311,311
Precinct,55,257,108,6,*,*,*,*,371,371
Precinct,56,392,228,8,*,*,*,*,628,628
Precinct,57,325,280,6,*,5,*,*,616,616
Precinct,58,349,349,9,*,*,*,*,707,707
Precinct,59,215,163,*,*,*,*,*,378,378
Precinct,60,260,304,7,*,*,*,*,571,571
Precinct,61,347,298,7,*,*,*,*,652,652
Precinct,62,270,234,8,*,*,*,*,512,512
Precinct,63,408,458,13,5,*,*,*,884,884
Precinct,64,247,321,7,*,*,*,*,575,575
Precinct,65,220,203,6,*,*,*,*,429,429
Precinct,66,360,347,10,*,5,*,*,722,722
Precinct,67,227,209,5,*,6,*,*,447,447
Precinct,68,316,393,8,*,*,*,*,717,717
Precinct,69,229,248,7,*,*,*,*,484,484
Precinct,70,380,377,6,5,6,*,*,774,774
Precinct,71,248,267,5,*,*,*,*,520,520
Precinct,72,188,247,*,*,*,*,*,435,435
Precinct,73,291,400,9,*,*,*,*,700,700
Precinct,74,192,182,*,*,*,*,*,374,374
Precinct,75,605,501,5,10,6,*,*,1127,1127
Precinct,76,504,194,*,5,5,*,*,708,708
Precinct,77,379,42,5,*,*,*,*,426,426
Precinct,78,92,111,5,*,*,*,*,208,208
Precinct,79,88,111,*,*,*,*,*,199,199
Precinct,80,666,603,18,6,5,*,*,1298,1298
Precinct,81,335,237,7,*,*,*,*,579,579
Precinct,82,476,456,9,*,5,*,*,946,946
Precinct,83,247,296,5,*,*,*,*,548,548
Precinct,84,201,208,6,*,6,*,*,421,421
Precinct,85,159,246,7,*,*,*,*,412,412
Precinct,86,324,336,9,*,*,*,*,669,669
Precinct,87,302,223,6,*,*,*,*,531,531
Precinct,88,301,209,8,*,*,*,*,518,518
Precinct,89,378,201,*,*,*,*,*,579,579
Precinct,90,230,135,*,*,*,*,*,365,365
Precinct,91,314,42,6,*,*,*,*,362,362
Precinct,92,314,140,*,*,*,*,*,454,454
Precinct,93,371,291,7,*,*,*,*,669,669
Precinct,94,378,198,6,*,*,*,*,582,582
Precinct,95,198,44,*,*,*,*,*,242,242
Precinct,96,246,312,6,*,*,*,*,564,564
Precinct,97,234,312,10,*,*,*,*,556,556
Precinct,98,226,181,*,*,*,*,*,407,407
Precinct,99,218,195,*,*,*,*,*,413,413
Precinct,100,236,230,8,*,5,*,*,479,479
Precinct,101,266,309,7,*,5,*,*,587,587
Precinct,102,169,219,*,*,*,*,*,388,388
Precinct,103,323,300,9,*,*,*,*,632,632
Precinct,104,281,325,*,*,*,*,*,606,606
Precinct,105,183,169,*,*,*,*,*,352,352
Precinct,106,199,203,*,*,*,*,*,402,402
Precinct,107,255,278,6,*,7,*,*,546,546
Precinct,108,237,251,*,*,*,*,*,488,488
Precinct,109,277,340,5,*,*,*,*,622,622
Precinct,110,303,403,14,*,*,*,*,720,720
Precinct,111,324,373,7,5,5,*,*,714,714
Precinct,112,340,266,*,*,*,*,*,606,606
Precinct,113,346,219,6,*,*,*,*,571,571
Precinct,114,463,217,*,*,5,*,*,685,685
Precinct,115,254,376,*,*,*,*,*,630,630
Precinct,116,269,293,*,5,*,*,*,567,567
Precinct,117,148,137,6,*,*,*,*,291,291
Precinct,118,306,232,*,*,*,*,*,538,538
Precinct,119,289,287,5,7,8,*,*,596,596
Precinct,120,227,194,7,6,*,*,*,434,434
Precinct,121,179,185,6,*,*,*,*,370,370
Precinct,122,224,301,5,*,*,*,*,530,530
Precinct,123,364,344,6,*,5,*,*,719,719
Precinct,124,261,280,10,*,*,*,*,551,551
Precinct,125,280,344,8,*,*,*,*,632,632
Precinct,126,163,180,*,*,*,*,*,343,343
Precinct,127,268,313,*,*,*,*,*,581,581
Precinct,128,299,300,5,*,*,*,*,604,604
Precinct,129,281,356,10,*,*,*,*,647,647
Precinct,130,256,227,6,*,*,*,*,489,489
Precinct,131,188,177,*,*,*,*,*,365,365
Precinct,132,313,197,*,*,*,*,*,510,510
Precinct,133,299,132,*,*,*,*,*,431,431
Precinct,134,304,390,5,*,*,*,*,699,699
Precinct,135,284,234,*,*,*,*,*,518,518
Precinct,136,275,270,*,*,*,*,*,545,545
Precinct,137,240,274,*,*,*,*,*,514,514
Precinct,138,331,501,8,*,*,*,*,840,840
Precinct,139,295,288,*,*,5,*,*,588,588
Precinct,140,191,158,*,*,*,*,*,349,349
Precinct,141,201,212,6,*,*,*,*,419,419
Precinct,142,154,183,5,*,*,*,*,342,342
Precinct,143,298,399,6,7,*,*,*,710,710
Precinct,144,166,158,*,*,*,*,*,324,324
Precinct,145,146,162,*,*,*,*,*,308,308
Precinct,146,156,119,5,*,*,*,*,280,280
Precinct,147,225,213,*,*,*,*,*,438,438
Precinct,148,181,171,*,*,*,*,*,352,352
Precinct,149,301,283,*,*,*,*,*,584,584
Precinct,150,336,308,5,*,*,*,*,649,649
Precinct,151,51,74,*,*,*,*,*,125,125
Precinct,152,103,135,*,*,*,*,*,238,238
Precinct,153,182,100,*,*,*,*,*,282,282
Precinct,154,225,183,*,*,*,*,*,408,408
Precinct,155,274,281,*,*,*,*,*,555,555
Precinct,156,387,353,*,*,5,*,*,745,745
Precinct,157,234,298,*,5,*,*,*,537,537
Precinct,Voter Privacy,0,0,164,240,228,138,74,844,844
County,Santa Fe,61405,20457,687,597,274,257,42,83719,83719
Precinct,1,271,155,*,5,*,*,*,431,431
Precinct,2,124,67,*,*,*,*,*,191,191
Precinct,3,246,133,*,*,*,*,*,379,379
Precinct,4,186,61,*,*,*,*,*,247,247
Precinct,5,429,183,9,*,*,*,*,621,621
Precinct,6,149,12,*,*,*,*,*,161,161
Precinct,7,297,94,*,6,*,7,*,404,404
Precinct,8,447,74,*,5,*,*,*,526,526
Precinct,9,437,86,*,5,*,*,*,528,528
Precinct,10,428,117,*,*,*,*,*,545,545
Precinct,11,418,67,*,*,*,*,*,485,485
Precinct,12,436,162,*,*,*,6,*,604,604
Precinct,13,389,170,6,*,*,*,*,565,565
Precinct,14,130,67,*,*,*,*,*,197,197
Precinct,15,111,220,*,*,*,*,*,331,331
Precinct,16,112,168,*,*,*,*,*,280,280
Precinct,17,263,80,*,*,*,*,*,343,343
Precinct,18,97,229,*,*,*,*,*,326,326
Precinct,19,75,112,*,*,*,*,*,187,187
Precinct,20,407,47,6,5,*,*,*,465,465
Precinct,21,337,43,*,*,*,*,*,380,380
Precinct,22,442,74,5,*,*,5,*,526,526
Precinct,23,421,185,8,*,*,*,*,614,614
Precinct,24,256,74,*,*,*,*,*,330,330
Precinct,25,441,70,*,*,*,7,*,518,518
Precinct,26,305,38,*,8,*,*,*,351,351
Precinct,27,336,53,5,14,*,8,*,416,416
Precinct,28,463,55,*,*,*,*,*,518,518
Precinct,29,489,113,6,*,*,*,*,608,608
Precinct,30,483,75,*,*,*,*,*,558,558
Precinct,31,225,93,*,*,*,*,*,318,318
Precinct,32,497,139,5,7,*,*,*,648,648
Precinct,33,201,55,*,*,*,*,*,256,256
Precinct,34,425,88,*,10,*,*,*,523,523
Precinct,35,198,40,*,*,*,*,*,238,238
Precinct,36,389,40,*,5,*,*,*,434,434
Precinct,37,307,95,5,*,*,*,*,407,407
Precinct,38,544,113,9,5,*,*,*,671,671
Precinct,39,331,130,*,*,*,*,*,461,461
Precinct,40,225,41,*,*,*,*,*,266,266
Precinct,41,243,73,5,*,*,*,*,321,321
Precinct,42,475,69,*,6,*,*,*,550,550
Precinct,43,507,59,*,9,*,*,*,575,575
Precinct,44,355,38,6,6,*,*,*,405,405
Precinct,45,375,60,10,*,*,*,*,445,445
Precinct,46,300,56,*,*,*,*,*,356,356
Precinct,47,389,33,*,*,*,*,*,422,422
Precinct,48,340,44,5,*,*,*,*,389,389
Precinct,49,426,147,*,9,*,*,*,582,582
Precinct,50,562,128,8,10,*,*,*,708,708
Precinct,51,225,51,9,*,*,*,*,285,285
Precinct,52,285,115,5,7,*,*,*,412,412
Precinct,53,348,82,*,*,*,*,*,430,430
Precinct,54,516,108,5,*,*,*,*,629,629
Precinct,55,602,109,5,*,*,*,*,716,716
Precinct,56,735,224,8,10,*,5,*,982,982
Precinct,57,457,186,9,8,5,*,*,665,665
Precinct,58,351,213,*,*,*,*,*,564,564
Precinct,59,476,230,*,*,*,*,*,706,706
Precinct,60,166,109,*,*,*,*,*,275,275
Precinct,61,292,151,*,*,*,*,*,443,443
Precinct,62,213,132,*,*,*,*,*,345,345
Precinct,63,355,115,*,5,*,*,*,475,475
Precinct,64,202,60,*,*,*,*,*,262,262
Precinct,65,440,65,*,*,*,*,*,505,505
Precinct,66,297,110,*,*,*,*,*,407,407
Precinct,67,138,61,*,*,*,*,*,199,199
Precinct,68,330,71,*,5,*,*,*,406,406
Precinct,69,496,78,6,*,*,*,*,580,580
Precinct,70,524,207,5,*,*,*,*,736,736
Precinct,71,213,35,*,*,*,*,*,248,248
Precinct,72,461,93,*,14,*,*,*,568,568
Precinct,73,283,424,9,*,*,*,*,716,716
Precinct,74,510,144,*,9,*,5,*,668,668
Precinct,75,292,114,5,*,*,*,*,411,411
Precinct,76,590,150,*,6,*,*,*,746,746
Precinct,77,458,79,*,8,*,*,*,545,545
Precinct,78,418,75,*,6,*,*,*,499,499
Precinct,79,242,177,6,*,*,*,*,425,425
Precinct,80,322,155,7,*,*,*,*,484,484
Precinct,81,463,154,10,5,*,*,*,632,632
Precinct,82,485,267,*,*,*,*,*,752,752
Precinct,83,480,110,6,*,*,*,*,596,596
Precinct,84,244,460,6,*,*,*,*,710,710
Precinct,85,188,485,8,*,5,*,*,686,686
Precinct,86,330,124,*,5,*,*,*,459,459
Precinct,87,138,91,7,*,*,*,*,236,236
Precinct,88,339,190,10,*,*,*,*,539,539
Precinct,89,492,205,6,6,*,*,*,709,709
Precinct,90,429,146,*,*,*,*,*,575,575
Precinct,91,360,76,*,*,*,*,*,436,436
Precinct,92,533,175,7,7,*,*,*,722,722
Precinct,93,339,167,*,*,*,*,*,506,506
Precinct,94,404,99,*,*,*,*,*,503,503
Precinct,95,327,45,*,*,*,*,*,372,372
Precinct,96,176,53,*,*,*,*,*,229,229
Precinct,97,428,66,*,*,*,*,*,494,494
Precinct,98,365,72,5,6,*,*,*,448,448
Precinct,99,397,136,6,7,*,*,*,546,546
Precinct,100,334,41,*,*,*,*,*,375,375
Precinct,101,389,93,*,*,*,*,*,482,482
Precinct,102,466,90,*,*,*,*,*,556,556
Precinct,103,502,94,*,*,5,6,*,607,607
Precinct,104,646,58,6,*,*,5,*,715,715
Precinct,105,440,143,6,*,*,*,*,589,589
Precinct,106,308,157,*,5,*,*,*,470,470
Precinct,107,525,98,6,10,*,*,*,639,639
Precinct,108,254,94,*,*,*,*,*,348,348
Precinct,109,281,115,5,*,*,*,*,401,401
Precinct,110,536,67,*,*,*,*,*,603,603
Precinct,111,402,67,*,*,*,*,*,469,469
Precinct,112,288,189,*,*,*,*,*,477,477
Precinct,113,469,90,7,*,*,*,*,566,566
Precinct,114,440,101,5,5,*,*,*,551,551
Precinct,115,231,383,12,*,*,*,*,626,626
Precinct,116,262,117,6,*,*,*,*,385,385
Precinct,117,371,115,5,10,*,*,*,501,501
Precinct,118,251,163,*,*,*,*,*,414,414
Precinct,119,275,37,*,*,*,*,*,312,312
Precinct,120,312,62,5,*,*,*,*,379,379
Precinct,121,347,77,*,*,*,*,*,424,424
Precinct,122,268,41,*,*,*,*,*,309,309
Precinct,123,262,50,*,*,*,*,*,312,312
Precinct,124,278,69,*,*,*,*,*,347,347
Precinct,125,207,443,8,*,*,*,*,658,658
Precinct,126,231,122,8,*,*,*,*,361,361
Precinct,127,244,36,*,*,*,*,*,280,280
Precinct,128,336,128,5,*,*,*,*,469,469
Precinct,129,380,89,*,*,*,*,*,469,469
Precinct,130,419,58,*,9,*,9,*,495,495
Precinct,131,352,68,*,*,*,*,*,420,420
Precinct,132,344,71,*,*,*,*,*,415,415
Precinct,133,237,106,*,*,*,*,*,343,343
Precinct,134,583,91,*,*,*,*,*,674,674
Precinct,135,345,144,5,*,*,*,*,494,494
Precinct,136,229,79,*,*,*,*,*,308,308
Precinct,137,231,102,*,*,*,*,*,333,333
Precinct,138,255,133,*,*,*,*,*,388,388
Precinct,139,467,95,*,*,*,*,*,562,562
Precinct,140,188,109,*,*,*,*,*,297,297
Precinct,141,185,63,6,*,*,*,*,254,254
Precinct,142,418,62,*,*,*,*,*,480,480
Precinct,143,269,64,5,*,*,*,*,338,338
Precinct,144,343,134,*,*,*,*,*,477,477
Precinct,145,115,69,*,*,*,*,*,184,184
Precinct,146,440,142,*,*,7,*,*,589,589
Precinct,147,585,160,*,*,*,*,*,745,745
Precinct,148,217,385,13,*,*,*,*,615,615
Precinct,149,304,128,5,*,*,*,*,437,437
Precinct,150,319,121,6,*,*,*,*,446,446
Precinct,151,586,254,14,6,*,*,*,860,860
Precinct,152,331,79,*,*,*,*,*,410,410
Precinct,153,589,176,*,*,7,*,*,772,772
Precinct,154,329,166,*,*,*,*,*,495,495
Precinct,155,224,30,*,*,*,*,*,254,254
Precinct,156,167,225,*,*,*,*,*,392,392
Precinct,157,137,431,5,*,*,*,*,573,573
Precinct,158,305,33,*,6,*,*,*,344,344
Precinct,159,375,60,*,7,*,*,*,442,442
Precinct,160,417,94,5,5,*,5,*,526,526
Precinct,161,315,41,5,5,*,*,*,366,366
Precinct,162,378,39,*,7,*,*,*,424,424
Precinct,163,204,39,*,*,*,*,*,243,243
Precinct,164,207,43,*,*,*,*,*,250,250
Precinct,165,271,54,*,6,*,*,*,331,331
Precinct,166,418,101,*,*,6,*,*,525,525
Precinct,167,371,94,8,*,*,*,*,473,473
Precinct,168,374,51,*,*,*,*,*,425,425
Precinct,169,110,20,*,*,*,*,*,130,130
Precinct,170,289,145,6,*,*,*,*,440,440
Precinct,171,246,59,7,*,*,*,*,312,312
Precinct,172,360,64,*,*,*,*,*,424,424
Precinct,173,383,98,6,*,*,*,*,487,487
Precinct,174,357,202,*,*,*,*,*,559,559
Precinct,175,453,99,*,*,*,*,*,552,552
Precinct,176,280,107,*,*,*,*,*,387,387
Precinct,177,315,72,*,*,*,*,*,387,387
Precinct,178,250,57,*,*,*,*,*,307,307
Precinct,179,91,42,*,*,*,*,*,133,133
Precinct,Voter Privacy,0,0,259,287,239,189,42,1016,1016
County,Sierra,2332,3473,81,25,19,16,7,5953,5953
Precinct,1,284,423,8,*,*,*,*,715,715
Precinct,2,259,582,6,*,*,*,*,847,847
Precinct,3,55,185,*,*,*,*,*,240,240
Precinct,4,127,275,*,*,*,*,*,402,402
Precinct,5,84,252,*,*,*,*,*,336,336
Precinct,6,137,46,*,*,*,*,*,183,183
Precinct,7,300,247,*,*,*,*,*,547,547
Precinct,8,243,314,6,*,*,*,*,563,563
Precinct,9,15,75,*,*,*,*,*,90,90
Precinct,10,143,359,9,*,*,*,*,511,511
Precinct,11,276,308,16,*,*,*,*,600,600
Precinct,12,409,407,17,*,*,*,*,833,833
Precinct,Voter Privacy,0,0,19,25,19,16,7,86,86
County,Socorro,3384,3651,99,37,36,18,8,7233,7233
Precinct,1,225,169,8,*,*,*,*,402,402
Precinct,2,284,155,5,*,*,*,*,444,444
Precinct,3,404,225,9,6,*,*,*,644,644
Precinct,4,92,114,*,*,*,*,*,206,206
Precinct,5,93,97,*,*,*,*,*,190,190
Precinct,6,158,146,9,*,*,*,*,313,313
Precinct,7,52,29,*,*,*,*,*,81,81
Precinct,8,346,294,10,*,6,*,*,656,656
Precinct,9,15,47,*,*,*,*,*,62,62
Precinct,10,70,47,*,*,*,*,*,117,117
Precinct,11,162,319,6,*,*,*,*,487,487
Precinct,12,5,20,*,*,*,*,*,25,25
Precinct,13,188,269,*,*,*,*,*,457,457
Precinct,14,82,147,*,*,*,*,*,229,229
Precinct,15,226,293,7,*,*,*,*,526,526
Precinct,16,27,49,*,*,*,*,*,76,76
Precinct,17,29,39,*,*,*,*,*,68,68
Precinct,18,251,246,*,*,6,*,*,503,503
Precinct,19,147,219,9,*,*,*,*,375,375
Precinct,20,117,128,*,*,*,*,*,245,245
Precinct,21,24,28,*,*,*,*,*,52,52
Precinct,22,24,36,*,*,*,*,*,60,60
Precinct,23,39,55,*,*,*,*,*,94,94
Precinct,24,90,116,*,*,*,*,*,206,206
Precinct,25,46,48,*,*,*,*,*,94,94
Precinct,26,18,24,*,*,*,*,*,42,42
Precinct,27,170,292,*,*,*,*,*,462,462
Precinct,Voter Privacy,0,0,36,31,24,18,8,117,117
County,Taos,12038,4139,170,173,48,58,10,16636,16636
Precinct,1,268,105,6,20,*,*,*,399,399
Precinct,2,92,42,*,*,*,*,*,134,134
Precinct,3,54,48,*,*,*,*,*,102,102
Precinct,4,251,132,10,5,*,*,*,398,398
Precinct,5,213,116,*,*,*,*,*,329,329
Precinct,6,260,192,10,6,*,*,*,468,468
Precinct,7,110,236,*,*,*,*,*,346,346
Precinct,8,195,38,*,*,*,*,*,233,233
Precinct,9,601,138,*,5,*,*,*,744,744
Precinct,10,275,55,*,*,*,*,*,330,330
Precinct,11,266,67,5,6,*,9,*,353,353
Precinct,12,507,111,*,*,*,*,*,618,618
Precinct,13,404,54,7,*,*,*,*,465,465
Precinct,14,302,105,*,6,*,*,*,413,413
Precinct,15,483,72,6,6,*,*,*,567,567
Precinct,16,425,105,*,*,*,*,*,530,530
Precinct,17,450,170,9,*,*,*,*,629,629
Precinct,18,386,124,5,6,*,*,*,521,521
Precinct,19,343,123,*,5,*,*,*,471,471
Precinct,20,372,135,*,*,*,*,*,507,507
Precinct,21,234,81,8,*,*,*,*,323,323
Precinct,22,57,16,*,*,*,*,*,73,73
Precinct,23,52,15,*,*,*,*,*,67,67
Precinct,24,76,65,*,*,*,*,*,141,141
Precinct,25,64,61,*,*,*,*,*,125,125
Precinct,26,38,33,*,*,*,*,*,71,71
Precinct,27,131,87,6,*,*,*,*,224,224
Precinct,28,155,90,*,*,*,*,*,245,245
Precinct,29,80,40,*,*,*,*,*,120,120
Precinct,30,36,11,*,*,*,*,*,47,47
Precinct,31,28,9,*,*,*,*,*,37,37
Precinct,32,105,33,*,*,*,*,*,138,138
Precinct,33,82,23,*,*,*,*,*,105,105
Precinct,34,378,135,5,*,*,*,*,518,518
Precinct,35,273,77,*,*,*,*,*,350,350
Precinct,36,59,*,*,*,*,*,*,59,59
Precinct,37,616,178,5,9,*,5,*,813,813
Precinct,38,376,78,*,5,*,*,*,459,459
Precinct,39,365,155,*,5,*,*,*,525,525
Precinct,40,346,92,*,6,*,*,*,444,444
Precinct,41,379,143,*,*,*,*,*,522,522
Precinct,42,396,105,6,5,*,*,*,512,512
Precinct,43,298,84,5,6,*,*,*,393,393
Precinct,44,436,112,7,5,*,*,*,560,560
Precinct,45,290,84,*,*,*,*,*,374,374
Precinct,46,55,30,*,*,*,*,*,85,85
Precinct,47,376,130,7,17,*,*,*,530,530
Precinct,Voter Privacy,0,4,63,50,48,44,10,219,219
County,Torrance,2144,4880,81,21,34,13,6,7179,7179
Precinct,1,128,355,5,*,*,*,*,488,488
Precinct,2,60,169,*,*,*,*,*,229,229
Precinct,3,99,155,*,*,*,*,*,254,254
Precinct,4,52,114,*,*,*,*,*,166,166
Precinct,5,202,340,*,*,*,*,*,542,542
Precinct,6,125,326,5,*,*,*,*,456,456
Precinct,7,149,442,6,*,*,*,*,597,597
Precinct,8,32,89,*,*,*,*,*,121,121
Precinct,9,174,321,5,*,*,*,*,500,500
Precinct,10,107,204,5,*,*,*,*,316,316
Precinct,11,27,49,*,*,*,*,*,76,76
Precinct,12,13,56,*,*,*,*,*,69,69
Precinct,13,173,467,8,*,*,*,*,648,648
Precinct,14,11,66,*,*,*,*,*,77,77
Precinct,15,86,206,*,*,*,*,*,292,292
Precinct,16,118,227,*,*,*,*,*,345,345
Precinct,17,133,257,*,*,*,*,*,390,390
Precinct,18,111,231,5,*,*,*,*,347,347
Precinct,19,75,225,5,*,*,*,*,305,305
Precinct,20,63,159,*,*,*,*,*,222,222
Precinct,21,118,207,7,*,*,*,*,332,332
Precinct,22,88,215,*,*,*,*,*,303,303
Precinct,Voter Privacy,0,0,30,21,34,13,6,104,104
County,Union,378,1247,23,10,5,1,1,1665,1665
Precinct,1,52,221,*,*,*,*,*,273,273
Precinct,4,113,368,*,*,*,*,*,481,481
Precinct,6,118,304,8,*,*,*,*,430,430
