state,county,municipality,ward,source_level,ballots_cast,registered_voters,registration_denominator_timing,denominator_type,coverage_status,warning_required,source_url,notes
WI,Milwaukee,City of Milwaukee,Ward 81,ward,664,764,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 82,ward,330,369,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 83,ward,1541,1671,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 84,ward,750,935,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 85,ward,1386,1485,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 86,ward,812,949,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 87,ward,833,940,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 88,ward,1225,1508,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 89,ward,1010,1142,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 90,ward,921,1039,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 91,ward,383,545,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 92,ward,613,760,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 93,ward,968,1133,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 94,ward,880,994,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 95,ward,625,710,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 96,ward,1035,1244,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 97,ward,623,752,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 98,ward,899,1114,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 99,ward,1064,1288,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 100,ward,501,630,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 101,ward,1051,1322,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 102,ward,375,540,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 103,ward,443,634,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 104,ward,873,1154,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 105,ward,639,941,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 106,ward,431,623,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 107,ward,411,585,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 108,ward,491,702,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 109,ward,507,656,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 110,ward,474,605,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 111,ward,729,989,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 112,ward,324,511,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 113,ward,435,576,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 114,ward,390,524,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 115,ward,574,757,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 116,ward,498,634,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 117,ward,658,837,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 118,ward,613,887,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 119,ward,1151,1419,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 120,ward,609,720,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 121,ward,840,957,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 122,ward,826,970,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 123,ward,1347,1471,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 124,ward,1558,1734,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 125,ward,1093,1214,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 126,ward,1106,954,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 127,ward,1210,1308,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 128,ward,1646,1880,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 129,ward,835,989,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 130,ward,955,1037,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 131,ward,1205,1421,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 132,ward,1127,1207,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 133,ward,735,806,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 134,ward,884,1056,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 135,ward,1523,1834,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 136,ward,362,504,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 137,ward,504,696,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 138,ward,534,721,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 139,ward,388,514,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 140,ward,694,871,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 141,ward,565,687,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 142,ward,386,542,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 143,ward,424,625,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 144,ward,574,803,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 145,ward,606,811,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 146,ward,578,774,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 147,ward,319,483,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 148,ward,348,498,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 149,ward,624,867,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 150,ward,478,685,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 151,ward,499,697,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 152,ward,670,909,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 153,ward,518,634,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 154,ward,607,761,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 155,ward,562,743,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 156,ward,1031,1158,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 157,ward,564,698,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 158,ward,1263,1196,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 159,ward,477,600,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 160,ward,578,685,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
WI,Milwaukee,City of Milwaukee,Ward 161,ward,623,758,preElectionDay,registered_voters,local_partial,true,https://city.milwaukee.gov/ImageLibrary/Groups/electionAuthors/Election-Results/2024/2024-November-4-General-Election-WardbyWard-Reults.pdf,Official City of Milwaukee ward-by-ward report. Registered voter counts are treated as pre-Election-Day unless a final-denominator source is found.
